,highest_prob,left_out_class
0,0.9986008293388178,TV
1,0.11111111111137782,baby_monitor
2,0.11111111111138522,lights
3,0.9594156489892246,motion_sensor
4,0.7129248274145767,security_camera
5,0.11111111111137052,smoke_detector
6,0.11111111111137305,socket
7,0.11111111111140085,thermostat
8,0.11111111111120477,watch
9,0.11111111111122336,water_sensor
